序号,系统编码,标签版本,是否当前版本,适用文书类型,医院,所属标签包,标签名称,标签CODE,定义/描述,标签英文名,其他名称,来源,来源版本,来源编码,标准名称,标准类型,CDE编号,CDE来源,CReDEs-数据项,CReDEs-值域描述,原映射编码,CReDEs_限定范围,CReDEs_限定范围(英文),CReDEs_值域描述,CReDEs_值域描述(英文),数据类型,文本-长度,数字-长度,数字-精度,数字-单位,日期/时间,枚举-可选内容,枚举-是否多选,,,,
885,LI0000128,40531f162e1e7a93888d4cfef8a80ebd52dca8548f9969255dbc7083a4529d90,Yes,"影像检查,专科检查,病理诊断,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯部位,LN_INVOLVED_SITE,记录被癌症细胞侵袭的淋巴结数目。,Site of Lymph Node Involvement,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000422.01.01,东肝,淋巴结侵犯部位_胆总管旁,,SI1114846,,,,,枚举,,,,,,0=无;1=有,否,,,,
889,LI0000128,40531f162e1e7a93888d4cfef8a80ebd52dca8548f9969255dbc7083a4529d90,Yes,"影像检查,专科检查,病理诊断,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯部位,LN_INVOLVED_SITE,记录被癌症细胞侵袭的淋巴结数目。,Site of Lymph Node Involvement,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000423.01.01,东肝,淋巴结侵犯部位_胆囊旁,,SI1114847,,,,,枚举,,,,,,0=无;1=有,否,,,,
893,LI0000128,40531f162e1e7a93888d4cfef8a80ebd52dca8548f9969255dbc7083a4529d90,Yes,"影像检查,专科检查,病理诊断,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯部位,LN_INVOLVED_SITE,记录被癌症细胞侵袭的淋巴结数目。,Site of Lymph Node Involvement,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000481.01.01,东肝,术后病理_病理证实淋巴结侵犯其他部位,,SI1114906,,,,,文本,200,,,,,,,,,,
896,LI0000128,40531f162e1e7a93888d4cfef8a80ebd52dca8548f9969255dbc7083a4529d90,Yes,"影像检查,专科检查,病理诊断,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯部位,LN_INVOLVED_SITE,记录被癌症细胞侵袭的淋巴结数目。,Site of Lymph Node Involvement,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000425.01.01,东肝,淋巴结侵犯部位_肝十二指肠韧带,,SI1114849,,,,,枚举,,,,,,0=无;1=有,否,,,,
900,LI0000128,40531f162e1e7a93888d4cfef8a80ebd52dca8548f9969255dbc7083a4529d90,Yes,"影像检查,专科检查,病理诊断,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯部位,LN_INVOLVED_SITE,记录被癌症细胞侵袭的淋巴结数目。,Site of Lymph Node Involvement,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000429.01.01,东肝,淋巴结侵犯部位_胰头后,,SI1114853,,,,,枚举,,,,,,0=无;1=有,否,,,,
904,LI0000128,40531f162e1e7a93888d4cfef8a80ebd52dca8548f9969255dbc7083a4529d90,Yes,"影像检查,专科检查,病理诊断,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯部位,LN_INVOLVED_SITE,记录被癌症细胞侵袭的淋巴结数目。,Site of Lymph Node Involvement,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000424.01.01,东肝,淋巴结侵犯部位_肝动脉旁,,SI1114848,,,,,枚举,,,,,,0=无;1=有,否,,,,
908,LI0000128,40531f162e1e7a93888d4cfef8a80ebd52dca8548f9969255dbc7083a4529d90,Yes,"影像检查,专科检查,病理诊断,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯部位,LN_INVOLVED_SITE,记录被癌症细胞侵袭的淋巴结数目。,Site of Lymph Node Involvement,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000428.01.01,东肝,淋巴结侵犯部位_胃左动脉,,SI1114852,,,,,枚举,,,,,,0=无;1=有,否,,,,
917,LI0000129,aba16a1355f422096731ac2dc6b1613b4e627bfb1a2a55030d394303e788f696,Yes,检查,东肝,解剖与病理信息,淋巴结转移标志,LN_METASTASIS_IND,标识是否存在淋巴结转移。,Lymph Node Metastasis Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.04.0000103.01.01,中山七院,淋巴结转移,,SI1106121,,,,,枚举,,,,,,无;有,否,,,,
922,LI0000130,ceb1c9945b5de4014e4b08b2de08f872c01b958366287da0586e30e7102f08cd,Yes,"影像检查,专科检查,检查","东肝,九院",解剖与病理信息,淋巴结转移部位,LN_METASTASIS_SITE,描述淋巴结转移的具体部位。,Site of Lymph Node Metastasis,阳性淋巴结区域,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000345.01.01,东肝,淋巴结转移部位,,SI1114769,,,,,文本,2000,,,,,,,,,,
938,LI0000131,4f0d9b4f1105b93bc135c6d0d8ba861ec661f93de132eed84875eab38caa7c2a,Yes,"影像检查,专科检查,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯标志,LN_INVOLVEMENT_IND,标识手术记录中是否发现了淋巴结侵犯,Lymph Node Involvement Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000428.01.01,东肝,淋巴结侵犯部位_胃左动脉,,SI1114852,,,,,枚举,,,,,,0=无;1=有,否,,,,
942,LI0000131,4f0d9b4f1105b93bc135c6d0d8ba861ec661f93de132eed84875eab38caa7c2a,Yes,"影像检查,专科检查,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯标志,LN_INVOLVEMENT_IND,标识手术记录中是否发现了淋巴结侵犯,Lymph Node Involvement Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000427.01.01,东肝,淋巴结侵犯部位_其他侵犯部位,,SI1114851,,,,,文本,200,,,,,,,,,,
945,LI0000131,4f0d9b4f1105b93bc135c6d0d8ba861ec661f93de132eed84875eab38caa7c2a,Yes,"影像检查,专科检查,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯标志,LN_INVOLVEMENT_IND,标识手术记录中是否发现了淋巴结侵犯,Lymph Node Involvement Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000429.01.01,东肝,淋巴结侵犯部位_胰头后,,SI1114853,,,,,枚举,,,,,,0=无;1=有,否,,,,
949,LI0000131,4f0d9b4f1105b93bc135c6d0d8ba861ec661f93de132eed84875eab38caa7c2a,Yes,"影像检查,专科检查,手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结侵犯标志,LN_INVOLVEMENT_IND,标识手术记录中是否发现了淋巴结侵犯,Lymph Node Involvement Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000338.01.01,东肝,是否淋巴结清扫,,SI1114762,,,,,,,,,,,,,,,,
950,LI0000132,d52ff747a61c3cfd9bc13121ec8538be61b5c923699f1e09e894170db9bbdd53,Yes,手术记录,"东肝,九院",解剖与病理信息,淋巴结清扫,LN_DISSECTION,手术中对淋巴结实施的操作，如：切除，清扫等,Lymph Node Dissection,移除处理,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0001642.01.01,中山七院,淋巴结清扫,,SI1109838,,,,,文本,200,,,,,,,,,,
957,LI0000133,255911e1f5321aae36d35751ebe2f6f37384383e9114e366113fb345e5dd6d3c,Yes,"手术记录,病理检查","东肝,九院",解剖与病理信息,淋巴结清扫范围,LN_DISSEC_EXTENT,手术中清扫淋巴结的范围，如：胆囊旁、胆总管旁、肝动脉旁、肝总动脉旁、胰头后、胃左动脉、肝十二指肠韧带等,Extent of Lymph Node Dissection,"淋巴结清扫区域, 处理对象及所在部位",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0001259.01.01,中山七院;东肝,淋巴结清扫的范围,,SI1107778,,,,,文本,100,,,,,,,,,,
971,LI0000134,9bace2bbe100b537b35d080de466b938f8685ae9c12257104b4dc11b91b60fd2,Yes,手术记录,东肝,解剖与病理信息,淋巴结清扫数目,LN_HARVESTED_COUNT,手术中清扫的淋巴结数量，通常以具体数字表示。,Number of Lymph Nodes Harvested,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0000954.01.01,中山七院;东肝,清扫淋巴结总数,,SI1105824,,,,,整数,,3,,个,,,,,,,
978,LI0000135,47808c96a359399b3fc6292bacfa4e220411d99b31661d1f094826d9b02f77f7,Yes,"影像检查,专科检查,病理诊断,病理检查","东肝,九院",解剖与病理信息,阳性淋巴结个数,LN_POS_COUNT,记录检测到的阳性淋巴结数量。,Number of Positive Lymph Nodes,"阳性LN数量,淋巴结转移阳性数",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000470.01.01,东肝,术后病理_淋巴结转移阳性数,,SI1114895,,,,,文本,200,,,,,,,,,,
981,LI0000135,47808c96a359399b3fc6292bacfa4e220411d99b31661d1f094826d9b02f77f7,Yes,"影像检查,专科检查,病理诊断,病理检查","东肝,九院",解剖与病理信息,阳性淋巴结个数,LN_POS_COUNT,记录检测到的阳性淋巴结数量。,Number of Positive Lymph Nodes,"阳性LN数量,淋巴结转移阳性数",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000504.01.01,东肝,是否存在病理淋巴结转移,,SI1114929,,,,,枚举,,,,,,0=无;1=有,否,,,,
983,LI0000136,0466b9f1f8a28d61c0b7a848a87183163f5ea3df4c12c276fc8fa8f7703529c8,Yes,检查,东肝,解剖与病理信息,脾脏大小长径,SP_LEN_DIA,测量脾脏大小的长径尺寸。,Spleen Length Diameter,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000439.01.01,东肝,脾脏大小长径,,SI1114863,,,,,小数,,6,2,,,,,,,,
987,LI0000137,991c4374d07e6c0a9d59048e43d06cc98302354651f6abb7fb262a6304db23f9,Yes,检查,东肝,解剖与病理信息,脾门厚度,SP_THICKNESS,测量脾门的厚度尺寸。,Splenic Portal Thickness,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000438.01.01,东肝,脾脏大小脾门厚度,,SI1114862,,,,,小数,,6,2,,,,,,,,
991,LI0000138,2e93bb8fd1bb372bb81d1628b451b67a10d1fe45ec31e8b4b7321a35e00a7bb1,Yes,手术记录,东肝,解剖与病理信息,胆管分支,BD_BRANCHES,"描述胆管癌栓所在的胆管分支（无,左支,右支,主干）",Bile Duct Branches,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000417.01.01,东肝,胆管侵犯范围,,SI1114841,,,,,枚举,,,,,,0=无;2=左支;3=右支;4=主干,否,,,,
994,LI0000139,6bbcedbbd022e392cb4aad75134d6309a8c5484e08cf6675274b22ffcc85e9d1,Yes,"手术记录,检查",东肝,解剖与病理信息,血管部位,VASC_LOC,描述血管癌栓发生的具体部位，包括门脉、肝静脉、腔静脉癌栓,Vascular Location,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000347.01.01,东肝,腔静脉癌栓,,SI1114771,,,,,枚举,,,,,,0=无;1=有,否,,,,
998,LI0000139,6bbcedbbd022e392cb4aad75134d6309a8c5484e08cf6675274b22ffcc85e9d1,Yes,"手术记录,检查",东肝,解剖与病理信息,血管部位,VASC_LOC,描述血管癌栓发生的具体部位，包括门脉、肝静脉、腔静脉癌栓,Vascular Location,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000344.01.01,东肝,肝静脉癌栓部位,,SI1114768,,,,,枚举,,,,,,0=无;1=左支;2=右支;3=主干,否,,,,
1005,LI0000139,6bbcedbbd022e392cb4aad75134d6309a8c5484e08cf6675274b22ffcc85e9d1,Yes,"手术记录,检查",东肝,解剖与病理信息,血管部位,VASC_LOC,描述血管癌栓发生的具体部位，包括门脉、肝静脉、腔静脉癌栓,Vascular Location,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.00.0000814.01.01,上海东方肝胆医院院级临床研究数据集,门脉癌栓位置,,SI1121961,,,,,枚举,,,,,,0=无;2=左支;3=右支;4=主干,是,,,,
1014,LI0000140,90cf935ffb2dde3441343ea289af0d0967df513f7141f1dd562cb7c6201f6473,Yes,"手术记录,检查",东肝,解剖与病理信息,血管分支,VASC_BRANCHES,"指明血管癌栓所在的血管分支（左支,右支,主干,未描述）",Vascular Branches,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.00.0000814.01.01,上海东方肝胆医院院级临床研究数据集,门脉癌栓位置,,SI1121961,,,,,枚举,,,,,,0=无;2=左支;3=右支;4=主干,是,,,,
1023,LI0000140,90cf935ffb2dde3441343ea289af0d0967df513f7141f1dd562cb7c6201f6473,Yes,"手术记录,检查",东肝,解剖与病理信息,血管分支,VASC_BRANCHES,"指明血管癌栓所在的血管分支（左支,右支,主干,未描述）",Vascular Branches,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000347.01.01,东肝,腔静脉癌栓,,SI1114771,,,,,枚举,,,,,,0=无;1=有,否,,,,
1027,LI0000140,90cf935ffb2dde3441343ea289af0d0967df513f7141f1dd562cb7c6201f6473,Yes,"手术记录,检查",东肝,解剖与病理信息,血管分支,VASC_BRANCHES,"指明血管癌栓所在的血管分支（左支,右支,主干,未描述）",Vascular Branches,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000344.01.01,东肝,肝静脉癌栓部位,,SI1114768,,,,,枚举,,,,,,0=无;1=左支;2=右支;3=主干,否,,,,
1034,LI0000141,39b070fcc0c1fb8047eb21dd9f9656bd23abaa98d2994804dabcb9b77bb81469,Yes,"手术记录,检查",东肝,解剖与病理信息,肝叶,LIV_LOBE,"指明肿瘤所在的肝脏具体叶（左外叶,左内叶,右前叶,右后叶,尾状叶）",Liver Lobe,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000500.01.01,东肝,肿瘤位置_肝叶,,SI1114925,,,,,枚举,,,,,,1=左内叶;2=左外叶;3=右前叶;4=右后叶;5=尾状叶,否,,,,
1044,LI0000142,e2841e02a102467c03394ee1d31ade63f42d8a2b0cc6253bf56b46edfe8d79ab,Yes,"病理诊断,入院记录,手术记录,检查",东肝,解剖与病理信息,肝段,ANAT_LIV_SEG,病变位于肝脏的具体部位（依据Couinaud分段法，分为1-8段）。,Anatomical Liver Segment,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000350.01.01,东肝,肿瘤位置_肝段,,SI1114774,,,,,枚举,,,,,,1=1段;2=2段;3=3段;4=4段;5=5段;6=6段;7=7段;8=8段,否,,,,
1051,LI0000142,e2841e02a102467c03394ee1d31ade63f42d8a2b0cc6253bf56b46edfe8d79ab,Yes,"病理诊断,入院记录,手术记录,检查",东肝,解剖与病理信息,肝段,ANAT_LIV_SEG,病变位于肝脏的具体部位（依据Couinaud分段法，分为1-8段）。,Anatomical Liver Segment,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000503.01.01,东肝,解剖肝段,,SI1114928,,,,,文本,200,,,,,,,,,,
1054,LI0000143,26f30868f86a2bc7f94d21e6f61050fc2feaa93dd9ffdf021bf0d20694f75950,Yes,介入治疗,东肝,治疗与操作,肿瘤染色标志,TSI,用于标识在TAE（经动脉栓塞化疗）过程中肿瘤是否染色以及染色的特征。,Tumor Staining Indicator,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000339.01.01,东肝,TACE肿瘤染色描述,,SI1114763,,,,,枚举,,,,,,0=无;1=可疑;2=存在;3=无报告,否,,,,
1059,LI0000144,28d96a73b2bca98a7a2b2b5ed6f330d2a5c1eb3bbbea734f6a0bed3ef4b21205,Yes,介入治疗,东肝,治疗与操作,TAE术肿瘤范围,TAE_RANGE,描述TAE术中肿瘤染色涉及的肝脏区域范围，如左侧、右侧或弥漫性。,TAE Tumor Range,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000340.01.01,东肝,肿瘤范围,,SI1114764,,,,,,,,,,,,,,,,
1060,LI0000145,02bdc6f65a237e6dc6a1d6b94fec8f54beeeddedf589bd4c08d85bc96d28528b,Yes,介入治疗,东肝,治疗与操作,TAE术肿瘤个数,TAE_TUMOR_COUNT,统计TAE术中发现的肿瘤块状或结节状染色的数量。,Number of Tumors in TAE,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.07.14.0000194.01.01,中山七院;东肝,肿瘤个数,,SI1107531,,,,,整数,,4,,个,,,,,,,
1080,LI0000148,f7e3ead5b6b20b15b47e80b6964f3e8c8f2b31a073b3301a4dfb8ae2517eda4a,Yes,手术记录,东肝,治疗与操作,手术开始时间,SST,手术正式开始的时间点，通常以小时和分钟表示。,Surgery Start Time,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0001377.01.01,卫健委;东肝,手术开始日期时间,对患者开始手术操作时的公元纪年日期和时间的完整描述,SI1108452,,,,,日期/时间,,,,,yyyy-MM-dd,,,,,,
1086,LI0000149,401762b6077a17a64a5b418fd27c0003f7f01de7f7bff34d1b1cde4c18038e8c,Yes,手术记录,东肝,治疗与操作,手术结束时间,SET,手术结束的时间点，通常以小时和分钟表示。,Surgery End Time,,,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0001378.01.01,卫健委;合肥肿瘤;东肝,手术结束日期时间,对患者结束手术操作时的公元纪年日期和时间的完整描述,SI1108453,,,,,日期/时间,,,,,yyyy-MM-dd,,,,,,
1093,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000561.01.01,东肝,门奇静脉断流术,,SI1114989,,,,,枚举,,,,,,0=无;1=有,否,,,,
1096,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000524.01.01,东肝,附加手术方式_T管引流术,,SI1114950,,,,,枚举,,,,,,1=有;0=没有,否,,,,
1105,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0003300.01.01,上海东方肝胆医院院级临床研究数据集,附加手术方式_胆管、空肠吻合术,,SI1122516,,,,,枚举,,,,,,1=有;0=没有,否,,,,
1109,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0001354.01.01,卫健委;东肝,手术名称,按照ICD-9-CM-3的名称,SI1108322,,,,,文本,100,,,,,,,,,,
1121,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000557.01.01,东肝,HCC切除术,,SI1114985,,,,,枚举,,,,,,0=无;1=有,否,,,,
1124,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000514.01.01,东肝,附加手术方式_联合脏器切除,,SI1114940,,,,,枚举,,,,,,1=胃;2=结肠;3=膈肌;4=其他,否,,,,
1130,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0003292.01.01,上海东方肝胆医院院级临床研究数据集,附加手术方式_胆囊切除术,,SI1122508,,,,,枚举,,,,,,1=有;0=没有,否,,,,
1134,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000562.01.01,东肝,脾切除术,,SI1114990,,,,,枚举,,,,,,0=无;1=有,否,,,,
1139,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000522.01.01,东肝,附加手术方式_门奇断流术,,SI1114948,,,,,枚举,,,,,,1=有;0=没有,否,,,,
1143,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000521.01.01,东肝,附加手术方式_门脉取癌栓术,,SI1114947,,,,,枚举,,,,,,1=有;0=没有,否,,,,
1147,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0003296.01.01,上海东方肝胆医院院级临床研究数据集,附加手术方式_胆总管切开癌栓取出术,,SI1122512,,,,,枚举,,,,,,1=有;0=没有,否,,,,
1151,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0003304.01.01,上海东方肝胆医院院级临床研究数据集,手术切除方式,,SI1122520,,,,,枚举,,,,,,1=局限性手术;2=肝段切除术;3=联合肝段切除术;4=半肝切除术;5=肝三叶切除术;6=多处切除术,否,,,,
1155,LI0000150,f89c067ff6a97084fd28b22f08a0a84e870c90261dda1155ab523d6bc1b2ae61,Yes,"入院记录,现病史,既往史,手术记录","东肝,九院,胸科",治疗与操作,手术名称,SURG_NAME,手术的具体操作名称，如“右肝肿瘤切除术”“经皮肝穿刺微波热凝肝癌损毁术”等。,Surgery Name,"手术治疗, 既往口腔病灶切除史, 既往颈淋巴结清扫史",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000523.01.01,东肝,附加手术方式_脾切除术,,SI1114949,,,,,枚举,,,,,,1=有;0=没有,否,,,,
1159,LI0000151,03f007ffdd4ac9c36d9a662973eb7fdd2ea6a415159e68e25e295d3dd82f04cd,Yes,"入院记录,现病史,既往史","东肝,九院,胸科",治疗与操作,手术日期,SURG_DURATION,手术实施的具体日期和时间。,Duration of Surgery,"手术时间, 既往口腔病灶切除时间, 既往颈淋巴结清扫时间",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000370.01.01,东肝,距离HCC切除术间隔时间多少年,,SI1114794,,,,,小数,,2,,,,,,,,,
1165,LI0000151,03f007ffdd4ac9c36d9a662973eb7fdd2ea6a415159e68e25e295d3dd82f04cd,Yes,"入院记录,现病史,既往史","东肝,九院,胸科",治疗与操作,手术日期,SURG_DURATION,手术实施的具体日期和时间。,Duration of Surgery,"手术时间, 既往口腔病灶切除时间, 既往颈淋巴结清扫时间",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.11.00.0001058.01.01,中山七院,手术时间,,SI1106476,,,,,整数,,3,,分,,,,,,,
1170,LI0000151,03f007ffdd4ac9c36d9a662973eb7fdd2ea6a415159e68e25e295d3dd82f04cd,Yes,"入院记录,现病史,既往史","东肝,九院,胸科",治疗与操作,手术日期,SURG_DURATION,手术实施的具体日期和时间。,Duration of Surgery,"手术时间, 既往口腔病灶切除时间, 既往颈淋巴结清扫时间",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000369.01.01,东肝,距离胆道手术间隔时间多少年,,SI1114793,,,,,小数,,2,,,,,,,,,
1174,LI0000151,03f007ffdd4ac9c36d9a662973eb7fdd2ea6a415159e68e25e295d3dd82f04cd,Yes,"入院记录,现病史,既往史","东肝,九院,胸科",治疗与操作,手术日期,SURG_DURATION,手术实施的具体日期和时间。,Duration of Surgery,"手术时间, 既往口腔病灶切除时间, 既往颈淋巴结清扫时间",,,,临床研究通用数据元素集(CRCDE),数据元标准,CCDE.99.00.0000371.01.01,东肝,距离门奇静脉断流术间隔时间多少年,,SI1114795,,,,,小数,,2,,,,,,,,,
